Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/60,audífonos bluetooth huawei freebuds se2,"chaclacayo, lm",https://www.facebook.com/marketplace/item/926582053648395/,audífonos bluetooth huawei freebuds se2,60,Audífonos,Huawei,Audífonos True Wireless,Huawei FreeBuds,Usado (No especificado),Económico,Chaclacayo
S/1.299,parlante bluetooth jbl xtreme 4 ip67 24 horas negro,"la molina, lm",https://www.facebook.com/marketplace/item/918771757268485/,parlante bluetooth jbl xtreme 4 ip67 24 horas negro,1299,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Estándar,La Molina
S/250,hub para mac mini m4 + puerto nvme hasta 4tb,"chorrillos, lm",https://www.facebook.com/marketplace/item/882106211110389/,hub para mac mini m4 + puerto nvme hasta 4tb,250,Laptops/PC,Apple,PC escritorio,Mac,Usado (No especificado),Económico,Chorrillos
S/700,nintendo switch lite,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/909557748241984/,nintendo switch lite,700,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Villa María Del Triunfo
S/100,calculadora casio fx-991la cw,"la victoria, lm",https://www.facebook.com/marketplace/item/827151343689272/,calculadora casio fx-991la cw,100,Calculadoras,Casio,Calculadora,Casio,Usado (No especificado),Económico,La Victoria
S/120,parlante strata audio 4 pulgadas serie viper – ¡alta fidelidad en cada nota! mejora la experiencia,"los olivos, lm",https://www.facebook.com/marketplace/item/872334728983180/,parlante strata audio 4 pulgadas serie viper – ¡alta fidelidad en cada nota! mejora la experiencia,120,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Los Olivos
S/2.100,cisco air-ap2802i-a-k9 - access point cisco,"la victoria, lm",https://www.facebook.com/marketplace/item/1426581752513791/,cisco air-ap2802i-a-k9 - access point cisco,2100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,La Victoria
S/55,remato parlante bluetooth 10/10,"puente piedra, lm",https://www.facebook.com/marketplace/item/1387880002619432/,remato parlante bluetooth 10/10,55,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado/Como Nuevo,Económico,Puente Piedra
S/200,digicam lumix panasonic,"chilca, lm",https://www.facebook.com/marketplace/item/2052798525568390/,digicam lumix panasonic,200,Equipos de sonido,Panasonic,Sistema de sonido,Panasonic SC,Usado (No especificado),Económico,Chilca
S/75,mando para nintendo switch,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/900045545906754/,mando para nintendo switch,75,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,San Juan De Miraflores
S/60,audífonos o auriculares lenovo thinplus lp7 color blanco,"la molina, lm",https://www.facebook.com/marketplace/item/859105727030116/,audífonos o auriculares lenovo thinplus lp7 color blanco,60,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Molina
S/650,venta de tv samart,"lurin, lm",https://www.facebook.com/marketplace/item/828733966839887/,venta de tv samart,650,Televisores,Otro/Genérico,Televisor,Otro,Usado (No especificado),Económico,Lurin
S/149,dron hasaqee q9s pro,"villa el salvador, lm",https://www.facebook.com/marketplace/item/1224514575746767/,dron hasaqee q9s pro,149,Drones,Otro/Genérico,Drone,Otro,Usado (No especificado),Económico,Villa El Salvador
S/90,cargador macbook pro 2012 modelo a1398,"miraflores, lm",https://www.facebook.com/marketplace/item/1348799426935061/,cargador macbook pro 2012 modelo a1398,90,Laptops/PC,Apple,Laptop,MacBook Pro,Usado (No especificado),Económico,Miraflores
S/700,"venta tv 55"" lg nano cell","ventanilla, lima, peru",https://www.facebook.com/marketplace/item/2145893699518247/,"venta tv 55"" lg nano cell",700,Televisores,LG,Televisor,LG NanoCell,Usado (No especificado),Económico,Ventanilla
S/200,"minicomponente samsung giga , radio, bluetooth, cd, usb 🎊","rimac, lm",https://www.facebook.com/marketplace/item/1551187492803579/,"minicomponente samsung giga , radio, bluetooth, cd, usb 🎊",200,Equipos de sonido,Otro/Genérico,Equipo de sonido,Otro,Usado (No especificado),Económico,Rimac
S/140,detector y búsqueda radiestesia,"san borja, lm",https://www.facebook.com/marketplace/item/1253192770207662/,detector y búsqueda radiestesia,140,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Económico,San Borja
S/1.500,fotocopiadora rico mpc3503,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1940183713279487/,fotocopiadora rico mpc3503,1500,Impresora/Escáner,Otro/Genérico,Fotocopiadora,Otro,Usado (No especificado),Estándar,Santiago De Surco
S/200,detector bosch gms 120 professional,"la victoria, lm",https://www.facebook.com/marketplace/item/883608574658486/,detector bosch gms 120 professional,200,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Económico,La Victoria
S/180,proyector en oferta limitada 180 soles,"pachacamac, lm",https://www.facebook.com/marketplace/item/2378949369232432/,proyector en oferta limitada 180 soles,180,Componentes PC,Otro/Genérico,Proyector,Otro,Usado (No especificado),Económico,Pachacamac
S/329,lx6 parlantes sony operativo sin detalle buen estado 6 ohms,"chorrillos, lm",https://www.facebook.com/marketplace/item/1205439324566223/,lx6 parlantes sony operativo sin detalle buen estado 6 ohms,329,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Chorrillos
S/200,instax mini 11,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/1548679412916597/,instax mini 11,200,Cámaras Fotográfica/Video,Fujifilm,Cámara,INSTAX,Usado (No especificado),Económico,Magdalena Del Mar
S/400,detector de metal manual🇵🇪 superscanner v,"breña, lm",https://www.facebook.com/marketplace/item/25302272862783570/,detector de metal manual🇵🇪 superscanner v,400,Seguridad y Herramientas,Otro/Genérico,Detector de metales,Otro,Usado (No especificado),Económico,Breña
S/100,casio traductor tr-6000. iphone apple,"chorrillos, lm",https://www.facebook.com/marketplace/item/1218049759818063/,casio traductor tr-6000. iphone apple,100,Dispositivos móviles,Apple,Smartphone,iPhone,Usado (No especificado),Económico,Chorrillos
S/109,soundpeats pop clip (original),"la victoria, lm",https://www.facebook.com/marketplace/item/860677926765015/,soundpeats pop clip (original),109,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Victoria
S/70,módem,callao,https://www.facebook.com/marketplace/item/1874283370630802/,módem,70,Conectividad/Redes,Otro/Genérico,Módem,Otro,Usado (No especificado),Económico,Callao
S/290,mando ps5,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1578880929905985/,mando ps5,290,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Ventanilla
S/550,steelseries arctis gamebuds,"lima, lm",https://www.facebook.com/marketplace/item/930321279526558/,steelseries arctis gamebuds,550,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima Centro
S/750,zhiyun weebill s (8/10),"la molina, lm",https://www.facebook.com/marketplace/item/1404360504524470/,zhiyun weebill s (8/10),750,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Molina
S/89,cargador macbook,"miraflores, lm",https://www.facebook.com/marketplace/item/898240856079864/,cargador macbook,89,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Miraflores
S/130,audífonos nitro headset,"la molina, lm",https://www.facebook.com/marketplace/item/901734862391899/,audífonos nitro headset,130,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Molina
S/150,2 mandos ps4 negro usado original,"santiago de surco, lm",https://www.facebook.com/marketplace/item/2723096748025605/,2 mandos ps4 negro usado original,150,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Santiago De Surco
S/90,cámara,"la victoria, lm",https://www.facebook.com/marketplace/item/898056796531872/,cámara,90,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,La Victoria
S/105,audífonos sony wh ch520 original,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1275544167965949/,audífonos sony wh ch520 original,105,Audífonos,Sony,Audífonos In-Ear (con cable),Sony,Usado (No especificado),Económico,San Juan De Lurigancho
S/51,audífonos 4ta generación por cajón de 100unds,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/1936787396945756/,audífonos 4ta generación por cajón de 100unds,51,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Magdalena Del Mar
S/120,camara digital canon power shot 470 (operativa),"el agustino, lm",https://www.facebook.com/marketplace/item/906823571868035/,camara digital canon power shot 470 (operativa),120,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,El Agustino
S/290,parlante maxtron vivaldi 12 pulgadas,"la victoria, lm",https://www.facebook.com/marketplace/item/1873872973252078/,parlante maxtron vivaldi 12 pulgadas,290,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,La Victoria
S/110,hp officejet pro k8600,"san miguel, lm",https://www.facebook.com/marketplace/item/702141619519442/,hp officejet pro k8600,110,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Miguel
S/100,tp-link,"santa rosa, lm",https://www.facebook.com/marketplace/item/1224851735769290/,tp-link,100,Conectividad/Redes,TP-Link,Repetidor,TP-Link,Usado (No especificado),Económico,Santa Rosa
S/400,enfoque follow focus zoom cmf-06 para zhiyun crane 2s weebill 3s 4,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/920783303731622/,enfoque follow focus zoom cmf-06 para zhiyun crane 2s weebill 3s 4,400,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Miraflores
S/60,audífonos ew05 plus,"comas, lm",https://www.facebook.com/marketplace/item/1847507549231663/,audífonos ew05 plus,60,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Comas
S/90,calculadora fx570 laplus,"el agustino, lm",https://www.facebook.com/marketplace/item/694507062536610/,calculadora fx570 laplus,90,Calculadoras,Otro/Genérico,Calculadora,Otro,Usado (No especificado),Económico,El Agustino
S/500,fotocopiadoras multifuncionales,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1962306908043923/,fotocopiadoras multifuncionales,500,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/120,camara lumix panasonic (digicam),"miraflores, lm",https://www.facebook.com/marketplace/item/1416225113498219/,camara lumix panasonic (digicam),120,Equipos de sonido,Panasonic,Sistema de sonido,Panasonic SC,Usado (No especificado),Económico,Miraflores
S/75,gps modelo 303g,"calango, lm",https://www.facebook.com/marketplace/item/1985678125661930/,gps modelo 303g,75,Audífonos,Marshall,Audífonos In-Ear (con cable),Mode,Usado (No especificado),Económico,Calango
S/159,mando play 4 original,"ancon, lm",https://www.facebook.com/marketplace/item/1946371512755867/,mando play 4 original,159,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Ancon
S/500,remato 4 medio de 8 esta en perfectas condiciones es de segunda es marca vibe blackdeath a 500 so,"puente piedra, lm",https://www.facebook.com/marketplace/item/1410123440574406/,remato 4 medio de 8 esta en perfectas condiciones es de segunda es marca vibe blackdeath a 500 so,500,Consolas/Realidad Virtual,Nintendo,Consola,NES,Usado (No especificado),Económico,Puente Piedra
S/85,audífonos jbl tune flex,callao,https://www.facebook.com/marketplace/item/1852572868715378/,audífonos jbl tune flex,85,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Callao
S/80,cargador de baterías 12v/20v dewalt dcb107,"puente piedra, lm",https://www.facebook.com/marketplace/item/922592176811420/,cargador de baterías 12v/20v dewalt dcb107,80,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Puente Piedra
S/110,drom,"chorrillos, lm",https://www.facebook.com/marketplace/item/1177995690985821/,drom,110,Drones,Otro/Genérico,Drone,Otro,Usado (No especificado),Económico,Chorrillos
S/150,se vende medios 6.5,"pachacamac, lm",https://www.facebook.com/marketplace/item/1636062600749022/,se vende medios 6.5,150,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Pachacamac
S/350,🎧 logitech g fits true wireless lightspeed – black,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/2010684229476767/,🎧 logitech g fits true wireless lightspeed – black,350,Audífonos,Logitech,Audífonos True Wireless,Logitech G Fits,Usado (No especificado),Económico,Magdalena Del Mar
S/80,video juegos,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/4246690935594878/,video juegos,80,Consolas/Realidad Virtual,Otro/Genérico,Consola,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/120,audifonos originales,"villa maría del triunfo, lm",https://www.facebook.com/marketplace/item/878076861519183/,audifonos originales,120,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Villa María Del Triunfo
S/130,consola retro gb300 portátil con juegos clásicos integrados 🔥,"los olivos, lm",https://www.facebook.com/marketplace/item/1242564547767144/,consola retro gb300 portátil con juegos clásicos integrados 🔥,130,Consolas/Realidad Virtual,Otro/Genérico,Consola,Otro,Usado (No especificado),Económico,Los Olivos
S/750,drone dji spark,"magdalena del mar, lm",https://www.facebook.com/marketplace/item/2246078929232371/,drone dji spark,750,Drones,DJI,Drone,DJI,Usado (No especificado),Económico,Magdalena Del Mar
S/450,audífonos inalámbricos,"rimac, lm",https://www.facebook.com/marketplace/item/1916047905965751/,audífonos inalámbricos,450,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Rimac
S/6.500,máquina lipo láser 6d,"miraflores, lm",https://www.facebook.com/marketplace/item/711707845206676/,máquina lipo láser 6d,6500,Herramientas Pro,Otro/Genérico,Laser,Otro,Usado (No especificado),Premium,Miraflores
S/100,cargador inalámbrico samsung,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1357348029015846/,cargador inalámbrico samsung,100,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Ventanilla
S/130,adufinos inalámbricos oppo origen,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1284373140157352/,adufinos inalámbricos oppo origen,130,Dispositivos móviles,Oppo,Smartphone,Oppo,Usado (No especificado),Económico,Ventanilla
S/1.000,nintendo switch,"cieneguilla, lm",https://www.facebook.com/marketplace/item/1248847310485432/,nintendo switch,1000,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Estándar,Cieneguilla
S/70,😱 autoradio bluetooth 😵‍💫🚨⚡,"lima, lm",https://www.facebook.com/marketplace/item/1233319078761773/,😱 autoradio bluetooth 😵‍💫🚨⚡,70,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,Lima Centro
S/160,walkie talkie 418 lantun de 1 a 5 kilómetros 💯🔥💥🚨,"lima, lm",https://www.facebook.com/marketplace/item/869040429219179/,walkie talkie 418 lantun de 1 a 5 kilómetros 💯🔥💥🚨,160,Dispositivos de radio,Otro/Genérico,Walkie Talkie,Otro,Usado (No especificado),Económico,Lima Centro
