Precio,Titulo,Ubicacion,Enlace,Titulo_Limpio,Precio_Num,Categoria,Marca,Producto,Modelo,Estado,Segmento,Distrito_Limpio
S/260,baterías para carros,"puente piedra, lm",https://www.facebook.com/marketplace/item/2063709031030952/,baterías para carros,260,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Puente Piedra
S/59,"audífonos baseus ez10 bowie, 25 horas de duración, bluetooth 5.3, tecnología ip54","santa rosa, lm",https://www.facebook.com/marketplace/item/1262152849308527/,"audífonos baseus ez10 bowie, 25 horas de duración, bluetooth 5.3, tecnología ip54",59,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Santa Rosa
S/90,auriculares inalámbricos ugreen hitune p3 blancos ws207,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1390944542529682/,auriculares inalámbricos ugreen hitune p3 blancos ws207,90,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Santiago De Surco
S/69,oferta audífonos bluetooth transformers bumblebee 🎧,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1598767808030745/,oferta audífonos bluetooth transformers bumblebee 🎧,69,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Santiago De Surco
S/87,audífonos con 100 horas de reproducción 1 hora,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/4236469703258791/,audífonos con 100 horas de reproducción 1 hora,87,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Ventanilla
S/800,remato - teleprompter - nuevo,"la molina, lm",https://www.facebook.com/marketplace/item/4386911838301893/,remato - teleprompter - nuevo,800,Otros,Otro/Genérico,Genérico,No identificado,Nuevo/Sellado,Económico,La Molina
S/100,copiadoras,"san martín de porres, lm",https://www.facebook.com/marketplace/item/2396421060808533/,copiadoras,100,Impresora/Escáner,Otro/Genérico,Fotocopiadora,Otro,Usado (No especificado),Económico,San Martín De Porres
S/129,audífono inalámbrico soundcore h30i bt 5.3 70hrs negro,"miraflores, lm",https://www.facebook.com/marketplace/item/857656910382456/,audífono inalámbrico soundcore h30i bt 5.3 70hrs negro,129,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,Miraflores
S/300,medios de 8 y de 6.5 pulgadas,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/740523522157401/,medios de 8 y de 6.5 pulgadas,300,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,Ventanilla
S/70,ic recorder grabadora voz panasonic,"miraflores, lm",https://www.facebook.com/marketplace/item/2558004121262030/,ic recorder grabadora voz panasonic,70,Equipos de sonido,Panasonic,Sistema de sonido,Panasonic SC,Usado (No especificado),Económico,Miraflores
S/150,liquidación 2 intercomunicadores q58 max para casco moto,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/1216695333941374/,liquidación 2 intercomunicadores q58 max para casco moto,150,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Miraflores
S/60,parlante 5 en 1,"la victoria, lm",https://www.facebook.com/marketplace/item/26612147078372950/,parlante 5 en 1,60,Equipos de sonido,Otro/Genérico,Parlante,Otro,Usado (No especificado),Económico,La Victoria
S/120,radio comunicación o walkie talkie 5 kilómetros,"puente piedra, lm",https://www.facebook.com/marketplace/item/758845579996724/,radio comunicación o walkie talkie 5 kilómetros,120,Dispositivos de radio,Otro/Genérico,Walkie Talkie,Otro,Usado (No especificado),Económico,Puente Piedra
S/1.100,impresora hp color láserjet enterprise m553,"comas, lm",https://www.facebook.com/marketplace/item/2323510248155084/,impresora hp color láserjet enterprise m553,1100,Impresora/Escáner,HP,Impresora,HP,Usado (No especificado),Estándar,Comas
S/190,lumix dmc ls2 vintage buen estado,"independencia, lm",https://www.facebook.com/marketplace/item/1621184275720166/,lumix dmc ls2 vintage buen estado,190,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Independencia
S/100,"san martín de porres, lm",no especificada,https://www.facebook.com/marketplace/item/2145447732952096/,"san martín de porres, lm",100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lima (Global)
S/60,audífonos de casco de moto y12,"san martín de porres, lm",https://www.facebook.com/marketplace/item/864650496397502/,audífonos de casco de moto y12,60,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,San Martín De Porres
S/620,venta de audifonos beats solo 4 (sellados),"lima, lm",https://www.facebook.com/marketplace/item/25718729894487461/,venta de audifonos beats solo 4 (sellados),620,Audífonos,Apple,Audífonos de Diadema (Over-Ear),Beats Solo,Nuevo/Sellado,Económico,Lima Centro
S/60,estuche rígido para cámara digital/vintage sony nikon canon y otros,"chorrillos, lm",https://www.facebook.com/marketplace/item/1772495830091999/,estuche rígido para cámara digital/vintage sony nikon canon y otros,60,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Chorrillos
S/90,accesorios 5 en 1 para insta360 x4,"chorrillos, lm",https://www.facebook.com/marketplace/item/734703269200574/,accesorios 5 en 1 para insta360 x4,90,Cámaras Fotográfica/Video,Insta360,Cámara,Insta360,Usado (No especificado),Económico,Chorrillos
S/100,vendo antena airgrid m5,"la victoria, lm",https://www.facebook.com/marketplace/item/1426421965515192/,vendo antena airgrid m5,100,Conectividad/Redes,Otro/Genérico,Antena,Otro,Usado (No especificado),Económico,La Victoria
S/55,audifonos xiaomi buds 6 play,"san isidro, lm",https://www.facebook.com/marketplace/item/1378653563902519/,audifonos xiaomi buds 6 play,55,Audífonos,Xiaomi,Audífonos True Wireless,Xiaomi Buds,Usado (No especificado),Económico,San Isidro
S/120,fc26 para nintendo switch nuevo,"comas, lm",https://www.facebook.com/marketplace/item/618922951314180/,fc26 para nintendo switch nuevo,120,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Nuevo/Sellado,Económico,Comas
S/70,"cargador de pilas aa,aaa, litio","san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1195493812791473/,"cargador de pilas aa,aaa, litio",70,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/93,auriculares inalámbricos acer ohr510 con sonido pure bass - diseño over-ear,"la molina, lm",https://www.facebook.com/marketplace/item/1621246512634366/,auriculares inalámbricos acer ohr510 con sonido pure bass - diseño over-ear,93,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Molina
S/245,amplificador rockiseries 2400 4 canales,"lima, lm",https://www.facebook.com/marketplace/item/2844493325903864/,amplificador rockiseries 2400 4 canales,245,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Lima Centro
S/150,audífonos originales sleve pulse anc over ear,"la molina, lm",https://www.facebook.com/marketplace/item/1194281702752222/,audífonos originales sleve pulse anc over ear,150,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Molina
S/700,remato scaner thinkscan para hoy,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/2705647289781128/,remato scaner thinkscan para hoy,700,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Ventanilla
S/60,estuche de almacenamiento - nintendo switch oled y nintendo switch,"lima, lm",https://www.facebook.com/marketplace/item/1418279883232932/,estuche de almacenamiento - nintendo switch oled y nintendo switch,60,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,Lima Centro
S/150,autoradio suzuki baleno,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1472881670931616/,autoradio suzuki baleno,150,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,Santiago De Surco
S/125,ascended heroes - booster bundle (inglés) (preventa),"san luis, lm",https://www.facebook.com/marketplace/item/2353647821774877/,ascended heroes - booster bundle (inglés) (preventa),125,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Luis
S/369,adaptador apple carplay nuevo sellado,"lima, lm",https://www.facebook.com/marketplace/item/1581352023095732/,adaptador apple carplay nuevo sellado,369,Energía y Adaptadores,Otro/Genérico,Adaptador,Otro,Nuevo/Sellado,Económico,Lima Centro
S/150,camara 48mp,"san miguel, lm",https://www.facebook.com/marketplace/item/1921151105440442/,camara 48mp,150,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,San Miguel
S/900,canon 50mm 1.4 en buen estado,"los olivos, lm",https://www.facebook.com/marketplace/item/1827271644601030/,canon 50mm 1.4 en buen estado,900,Cámaras Fotográfica/Video,Canon,Cámara,canon,Usado (No especificado),Estándar,Los Olivos
S/160,cargador 60v40-45ah,"lurin, lm",https://www.facebook.com/marketplace/item/4231408180448564/,cargador 60v40-45ah,160,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,Lurin
S/115,𝐂𝐨𝐧𝐬𝐨𝐥𝐚 𝐑𝐞𝐭𝐫𝐨 𝐆𝐚𝐦𝐞 𝐒𝐭𝐢𝐜𝐤 m15 plus,"mala, lm",https://www.facebook.com/marketplace/item/2393345577847680/,𝐂𝐨𝐧𝐬𝐨𝐥𝐚 𝐑𝐞𝐭𝐫𝐨 𝐆𝐚𝐦𝐞 𝐒𝐭𝐢𝐜𝐤 m15 plus,115,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Mala
S/400,1 batería de 5.0ah power stack nuevo dewalt,"puente piedra, lm",https://www.facebook.com/marketplace/item/883247044510130/,1 batería de 5.0ah power stack nuevo dewalt,400,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Nuevo/Sellado,Económico,Puente Piedra
S/150,camera rig spider,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1444026380623065/,camera rig spider,150,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Santiago De Surco
S/2.429,🚀 meta quest 3 512gb nuevo 4k | el futuro ya no se imagina... se vive + full apps juegos premium🎮,"ate, lm",https://www.facebook.com/marketplace/item/2943280326062433/,🚀 meta quest 3 512gb nuevo 4k | el futuro ya no se imagina... se vive + full apps juegos premium🎮,2429,Consolas/Realidad Virtual,Meta,Realidad Virtual,Meta,Nuevo/Sellado,Estándar,Ate
S/280,oferta impresora canon pixma mg2410,"la victoria, lm",https://www.facebook.com/marketplace/item/25664319136563757/,oferta impresora canon pixma mg2410,280,Impresora/Escáner,Canon,Impresora,Canon,Usado (No especificado),Económico,La Victoria
S/450,impresora hp,"la molina, lm",https://www.facebook.com/marketplace/item/1789392185067437/,impresora hp,450,Impresora/Escáner,HP,Impresora,HP,Usado (No especificado),Económico,La Molina
S/180,pioner mvh - s215bt,"ate, lm",https://www.facebook.com/marketplace/item/874180782168167/,pioner mvh - s215bt,180,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Ate
S/70,estuches vacios,callao,https://www.facebook.com/marketplace/item/1987241241853484/,estuches vacios,70,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Callao
S/150,teléfono dual inalambrico motorola,"lima, lm",https://www.facebook.com/marketplace/item/1661853918275084/,teléfono dual inalambrico motorola,150,Dispositivos móviles,Motorola,Smartphone,Motorola,Usado (No especificado),Económico,Lima Centro
S/447,mikrotik - access point omnitik 5 poe rbomnitikupa-5hnd,"san isidro, lm",https://www.facebook.com/marketplace/item/25703771812567318/,mikrotik - access point omnitik 5 poe rbomnitikupa-5hnd,447,Conectividad/Redes,Mikrotik,Router,Mikrotik,Usado (No especificado),Económico,San Isidro
S/69,redmi buds 6 play nuevo y en caja,"los olivos, lm",https://www.facebook.com/marketplace/item/902923658793470/,redmi buds 6 play nuevo y en caja,69,Dispositivos móviles,Xiaomi,Smartphone,redmi,Nuevo/Sellado,Económico,Los Olivos
S/150,bwii battalion wars 2 - nintendo wii,"la victoria, lm",https://www.facebook.com/marketplace/item/2587836234924785/,bwii battalion wars 2 - nintendo wii,150,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo,Usado (No especificado),Económico,La Victoria
S/342,extender hdmi inalámbrico 30 metros emisor y receptor video s1903,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1602345660788158/,extender hdmi inalámbrico 30 metros emisor y receptor video s1903,342,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Santiago De Surco
S/70,jbl tune 310c la molina - precio negociable,"la molina, lm",https://www.facebook.com/marketplace/item/1250614533669484/,jbl tune 310c la molina - precio negociable,70,Audífonos,JBL,Audífonos In-Ear (con cable),JBL Tune 310,Usado (No especificado),Económico,La Molina
S/90,venta de audífonos inalámbricos lenovo ht05 tws 🔥,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/880207854868634/,venta de audífonos inalámbricos lenovo ht05 tws 🔥,90,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,San Juan De Miraflores
S/70,adaptador m2 soporta múltiple ssd y nvme,"santiago de surco, lm",https://www.facebook.com/marketplace/item/879346138058228/,adaptador m2 soporta múltiple ssd y nvme,70,Energía y Adaptadores,Otro/Genérico,Adaptador,Otro,Usado (No especificado),Económico,Santiago De Surco
S/190,impresora y ticketera térmica portátil,"punta hermosa, lm",https://www.facebook.com/marketplace/item/876852091646220/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Punta Hermosa
S/60,audífonos bt21,"la victoria, lm",https://www.facebook.com/marketplace/item/842352508794201/,audífonos bt21,60,Audífonos,Otro/Genérico,Audífonos,Otro,Usado (No especificado),Económico,La Victoria
S/145,astrobot para ps5 nuevo,"santiago de surco, lm",https://www.facebook.com/marketplace/item/851559804536093/,astrobot para ps5 nuevo,145,Consolas/Realidad Virtual,Sony,Consola,PS5,Nuevo/Sellado,Económico,Santiago De Surco
S/280,se vende alexa,"villa el salvador, lm",https://www.facebook.com/marketplace/item/985207981335499/,se vende alexa,280,Parlantes inteligentes,Amazon,Parlante inteligente,Echo,Usado (No especificado),Económico,Villa El Salvador
S/65,vendo router modelo zxhz f670l,"comas, lm",https://www.facebook.com/marketplace/item/1541309593648049/,vendo router modelo zxhz f670l,65,Conectividad/Redes,Otro/Genérico,switch,Otro,Usado (No especificado),Económico,Comas
S/190,impresora y ticketera térmica portátil,"chilca, lm",https://www.facebook.com/marketplace/item/1649131259583160/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Chilca
S/450,super fotociapdora,"san martín de porres, lm",https://www.facebook.com/marketplace/item/2098745850972503/,super fotociapdora,450,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Martín De Porres
S/750,cameo 4,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/937191919484139/,cameo 4,750,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Miraflores
S/79,rack para play station 4,"los olivos, lm",https://www.facebook.com/marketplace/item/1100683282138740/,rack para play station 4,79,Consolas/Realidad Virtual,Sony,Consola,PlayStation,Usado (No especificado),Económico,Los Olivos
S/299,camaras de seguridad,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1257769733079293/,camaras de seguridad,299,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Ventanilla
S/330,"bufer 12"" pioner 400 rms 1400 potencia maxima, 1 bobina, con caja de sonido para tvs king mototaxi","puente piedra, lm",https://www.facebook.com/marketplace/item/1166651795549266/,"bufer 12"" pioner 400 rms 1400 potencia maxima, 1 bobina, con caja de sonido para tvs king mototaxi",330,Televisores,Otro/Genérico,Televisor,Otro,Nuevo/Sellado,Económico,Puente Piedra
S/85,laynas calibradas para bombas y motores originales skf,"ventanilla, lima, peru",https://www.facebook.com/marketplace/item/1525527898544888/,laynas calibradas para bombas y motores originales skf,85,Laptops/PC,Apple,Laptop,MacBook Air,Usado (No especificado),Económico,Ventanilla
S/1.000,impresora hp color laser jet 4700dn,"lurin, lm",https://www.facebook.com/marketplace/item/1960577681189197/,impresora hp color laser jet 4700dn,1000,Impresora/Escáner,HP,Impresora,HP,Usado (No especificado),Estándar,Lurin
S/200,digicam hp m527 silver - fotos retro reales + pack completo,"miraflores, lm",https://www.facebook.com/marketplace/item/1397144641495671/,digicam hp m527 silver - fotos retro reales + pack completo,200,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Miraflores
S/160,zapper wii en caja con mando y nunchuck,"independencia, lm",https://www.facebook.com/marketplace/item/1231928295012706/,zapper wii en caja con mando y nunchuck,160,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Nuevo/Sellado,Económico,Independencia
S/299,batería de litio para car audio virgen,"lima, lm",https://www.facebook.com/marketplace/item/1442797287233946/,batería de litio para car audio virgen,299,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Lima Centro
S/380,variadores de frecuencia,"comas, lm",https://www.facebook.com/marketplace/item/4278440522474324/,variadores de frecuencia,380,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Comas
S/500,radio de telecomunicaciones motorola,"bellavista, callao, peru",https://www.facebook.com/marketplace/item/862487629829355/,radio de telecomunicaciones motorola,500,Dispositivos móviles,Motorola,Smartphone,Motorola,Usado (No especificado),Económico,Bellavista
S/190,impresora y ticketera térmica portátil,"mala, lm",https://www.facebook.com/marketplace/item/1437839154620709/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Mala
S/120,remato 3 teléfono anexo panasonic,"surquillo, lm",https://www.facebook.com/marketplace/item/2105019746976579/,remato 3 teléfono anexo panasonic,120,Equipos de sonido,Panasonic,Sistema de sonido,Panasonic SC,Usado (No especificado),Económico,Surquillo
S/70,lego marvel super heroes ps3 en buen estado,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/1384427746197450/,lego marvel super heroes ps3 en buen estado,70,Consolas/Realidad Virtual,Sony,Consola,PS3,Usado (No especificado),Económico,San Juan De Miraflores
S/250,delivery de baterías al 908/679/335,"chorrillos, lm",https://www.facebook.com/marketplace/item/1218946902901447/,delivery de baterías al 908/679/335,250,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Chorrillos
S/70,soporte de mando-estilo samurai,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1311292554133538/,soporte de mando-estilo samurai,70,Consolas/Realidad Virtual,Otro/Genérico,Mando,Otro,Usado (No especificado),Económico,Santiago De Surco
S/240,tp-link router ax23,"santiago de surco, lm",https://www.facebook.com/marketplace/item/1310762960438760/,tp-link router ax23,240,Conectividad/Redes,TP-Link,Repetidor,TP-Link,Usado (No especificado),Económico,Santiago De Surco
S/150,auto radio original mitsubishi xpander 2022,"pachacamac, lm",https://www.facebook.com/marketplace/item/867006189655217/,auto radio original mitsubishi xpander 2022,150,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Usado (No especificado),Económico,Pachacamac
S/370,amplificador,"lurin, lm",https://www.facebook.com/marketplace/item/1403626677919504/,amplificador,370,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Económico,Lurin
S/100,memoria sd lexar 64gb v60 gold 1800x uhs-ii fotografía,"barranco, lm",https://www.facebook.com/marketplace/item/1251050900477822/,memoria sd lexar 64gb v60 gold 1800x uhs-ii fotografía,100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Barranco
S/600,bosch efb ln2 start stop,"lince, lm",https://www.facebook.com/marketplace/item/2157496951726351/,bosch efb ln2 start stop,600,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,Lince
S/80,"switch 8 puertos rj45 , 10/100/1000 mbps , mercusys ms108g","lince, lm",https://www.facebook.com/marketplace/item/4442938359323005/,"switch 8 puertos rj45 , 10/100/1000 mbps , mercusys ms108g",80,Consolas/Realidad Virtual,Nintendo,Consola,Nintendo Switch,Usado/Como Nuevo,Económico,Lince
S/130,mesh router - d link,"san isidro, lm",https://www.facebook.com/marketplace/item/1428050965628372/,mesh router - d link,130,Conectividad/Redes,Otro/Genérico,switch,Otro,Usado (No especificado),Económico,San Isidro
S/60,base de carga para joy-cons - dobe tns-875,"santiago de surco, lm",https://www.facebook.com/marketplace/item/2062550461209985/,base de carga para joy-cons - dobe tns-875,60,Consolas/Realidad Virtual,Abernic,Consola,RG,Usado (No especificado),Económico,Santiago De Surco
S/430,insta mini 12,"la molina, lm",https://www.facebook.com/marketplace/item/1218430273732514/,insta mini 12,430,Cámaras Fotográfica/Video,Insta360,Cámara,Insta360,Usado (No especificado),Económico,La Molina
S/90,teléfono fijo huawei,"la victoria, lm",https://www.facebook.com/marketplace/item/1455750876067930/,teléfono fijo huawei,90,Teléfonos,Otro/Genérico,Télefono,Otro,Usado (No especificado),Económico,La Victoria
S/80,impresora térmica 58 mm,"lima, lm",https://www.facebook.com/marketplace/item/2404080383380123/,impresora térmica 58 mm,80,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Lima Centro
S/100,archer c24 router inalambrico,"miraflores, lm",https://www.facebook.com/marketplace/item/1971885900348213/,archer c24 router inalambrico,100,Conectividad/Redes,Otro/Genérico,switch,Otro,Usado (No especificado),Económico,Miraflores
S/70,router inalámbrico n tp-link wr840n,"lima, lm",https://www.facebook.com/marketplace/item/789617696813102/,router inalámbrico n tp-link wr840n,70,Conectividad/Redes,TP-Link,Repetidor,TP-Link,Usado (No especificado),Económico,Lima Centro
S/85,ea sports fc24 - audio latino - ps5 (delivery gratis / se emite boleta),"bellavista, callao, peru",https://www.facebook.com/marketplace/item/1487299052955129/,ea sports fc24 - audio latino - ps5 (delivery gratis / se emite boleta),85,Consolas/Realidad Virtual,Sony,Consola,PS5,Usado (No especificado),Económico,Bellavista
S/899,amplificador hertz hcp5d 5 canales como nuevo,"la victoria, lm",https://www.facebook.com/marketplace/item/1244176211201816/,amplificador hertz hcp5d 5 canales como nuevo,899,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Nuevo/Sellado,Estándar,La Victoria
S/100,autoradio n400 con parlantes nuevo todo 100 soles,"la victoria, lm",https://www.facebook.com/marketplace/item/2234236603766882/,autoradio n400 con parlantes nuevo todo 100 soles,100,Equipos de sonido,Otro/Genérico,Autoradio,Otro,Nuevo/Sellado,Económico,La Victoria
S/80,tripode estabilizador para celular,"san martín de porres, lm",https://www.facebook.com/marketplace/item/1431747334960088/,tripode estabilizador para celular,80,Seguridad y Herramientas,Otro/Genérico,Estabilizador,Otro,Usado (No especificado),Económico,San Martín De Porres
S/69,autorradio con porta celular,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/891110457218938/,autorradio con porta celular,69,Dispositivos móviles,Otro/Genérico,Smartphone,Otro,Usado (No especificado),Económico,San Juan De Lurigancho
S/320,bateria bosch - autos - camiones - motos,"ate, lm",https://www.facebook.com/marketplace/item/1915138695764349/,bateria bosch - autos - camiones - motos,320,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,Ate
S/250,vendo mando xbox color azul nuevo con bateria original de xbox,"san bartolo, lm",https://www.facebook.com/marketplace/item/1433879498136673/,vendo mando xbox color azul nuevo con bateria original de xbox,250,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Nuevo/Sellado,Económico,San Bartolo
S/60,activacion de decos y modem,"lurin, lm",https://www.facebook.com/marketplace/item/1413552363900228/,activacion de decos y modem,60,Conectividad/Redes,Otro/Genérico,Módem,Otro,Usado (No especificado),Económico,Lurin
S/100,📹 cámara de video digital ✨️,"lima, lm",https://www.facebook.com/marketplace/item/1176872787862348/,📹 cámara de video digital ✨️,100,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Lima Centro
S/600,xbox elite series 2,"lurin, lm",https://www.facebook.com/marketplace/item/890603616895254/,xbox elite series 2,600,Consolas/Realidad Virtual,Microsoft,Consola,Xbox,Usado (No especificado),Económico,Lurin
S/190,impresora y ticketera termica portatil,"ancon, lm",https://www.facebook.com/marketplace/item/1583452906263341/,impresora y ticketera termica portatil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Ancon
S/1.449,test de la mosca,"comas, lm",https://www.facebook.com/marketplace/item/1633881931301166/,test de la mosca,1449,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Estándar,Comas
S/310,code vein ii - ultimate edition,"la victoria, lm",https://www.facebook.com/marketplace/item/927360876296002/,code vein ii - ultimate edition,310,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,La Victoria
S/160,batería de litio recargable de 12 voltios 10 ah,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/1418893279876866/,batería de litio recargable de 12 voltios 10 ah,160,Energía y Adaptadores,Otro/Genérico,Bateria,Otro,Usado (No especificado),Económico,San Juan De Miraflores
S/300,impresora epson l365,"la molina, lm",https://www.facebook.com/marketplace/item/1397565548535068/,impresora epson l365,300,Impresora/Escáner,Epson,Impresora,Epson,Usado (No especificado),Económico,La Molina
S/125,camara ezviz h6c pro 2k,"lurigancho, lm",https://www.facebook.com/marketplace/item/1318258190338558/,camara ezviz h6c pro 2k,125,Cámaras Fotográfica/Video,Ezviz,Cámara de Seguridad,Ezvis,Usado (No especificado),Económico,Lurigancho
S/100,mando pc 8bitdo ultimate 2c wired controller/ efecto hall,"lince, lm",https://www.facebook.com/marketplace/item/707188509049718/,mando pc 8bitdo ultimate 2c wired controller/ efecto hall,100,Consolas/Realidad Virtual,Valve,Consola,Steam,Usado (No especificado),Económico,Lince
S/1.200,amplificador musway m6 v2,"jesús maría, lm",https://www.facebook.com/marketplace/item/1854983311815223/,amplificador musway m6 v2,1200,Equipos de sonido,Otro/Genérico,Amplificador,Otro,Usado (No especificado),Estándar,Jesús María
S/100,twiter de 3.5,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/3970425773256342/,twiter de 3.5,100,Otros,Otro/Genérico,Genérico,No identificado,Usado (No especificado),Económico,San Juan De Lurigancho
S/700,vendo ps3 en buen estado,"ancon, lm",https://www.facebook.com/marketplace/item/684010998035622/,vendo ps3 en buen estado,700,Consolas/Realidad Virtual,Sony,Consola,PS3,Usado (No especificado),Económico,Ancon
S/1.500,unitronics vision v350 plc,"san juan de lurigancho, lm",https://www.facebook.com/marketplace/item/1661149615096051/,unitronics vision v350 plc,1500,Laptops/PC,Acer,Laptop,Nitro,Usado (No especificado),Estándar,San Juan De Lurigancho
S/190,impresora y ticketera térmica portátil,"santa maría del mar, lm",https://www.facebook.com/marketplace/item/1399776261924038/,impresora y ticketera térmica portátil,190,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,Santa María Del Mar
S/120,cargador dwalt carga rapida,"san juan de miraflores, lm",https://www.facebook.com/marketplace/item/1227207116024464/,cargador dwalt carga rapida,120,Energía y Adaptadores,Otro/Genérico,Cargador,Otro,Usado (No especificado),Económico,San Juan De Miraflores
S/600,impresora multifuncional epson l3250,"san miguel, lm",https://www.facebook.com/marketplace/item/1653744889370823/,impresora multifuncional epson l3250,600,Impresora/Escáner,Otro/Genérico,Impresora,Otro,Usado (No especificado),Económico,San Miguel
S/110,palo selfie con seguimiento (camara de seguimiento full hd) con doble luces led y control bluetooth,callao,https://www.facebook.com/marketplace/item/897577282660887/,palo selfie con seguimiento (camara de seguimiento full hd) con doble luces led y control bluetooth,110,Cámaras Fotográfica/Video,Otro/Genérico,Cámara,Otro,Usado (No especificado),Económico,Callao
